79.33	3.25	0.041
96.00	3.93	0.041
235.50	9.65	0.041
295.00	12.09	0.041
446.00	18.28	0.041
241.00	9.88	0.041
352.00	14.43	0.041
414.50	16.99	0.041
490.00	20.08	0.041
714.00	29.26	0.041
2.29E+10	1.62E+09	0.071
2.39E+10	1.69E+09	0.071
2.56E+10	1.81E+09	0.071
2.68E+10	1.90E+09	0.071
2.08E+10	1.48E+09	0.071
